id,language,prompt,type_es,translation,type,lengh_words,lib,Title,description,categories,check,interesting,fellings,mix
6,es,Busco un thriller psicológico que mantenga la tensión desde la primera página.,Misterio,I look for a psychological thriller that maintains the tension from the first page.,Mystery,14,10284,Linda 67: historia de un crimen,"It was published for the first time in 1996,""Linda 67. A story of a crime"" is the debut of Fernando del Paso in detective novels. it was written with such agility and in form of analepsis that makes the reader know who the killer is from the beginning, but also includes elements of tension like the urban landscape of San Francisco and the thinking of the protagonist, David Sorensen, that makes you keep reading for more.",Fiction,1,,,
6,es,Busco un thriller psicológico que mantenga la tensión desde la primera página.,Misterio,I look for a psychological thriller that maintains the tension from the first page.,Mystery,14,13315,Find Courtney: A Psychological Thriller,"Written in a tone of suppressed eroticism and infused with surprising revelations of false identities, Find Courtney is a psychological thriller that keeps the reader guessing up to its startling climax.",Fiction,1,,,
6,es,Busco un thriller psicológico que mantenga la tensión desde la primera página.,Misterio,I look for a psychological thriller that maintains the tension from the first page.,Mystery,14,94636,Third Ring,Stunning Japanese novel with a chilling twist – the follow-up to Ring and Spiral.,Fiction,1,,,
6,es,Busco un thriller psicológico que mantenga la tensión desde la primera página.,Misterio,I look for a psychological thriller that maintains the tension from the first page.,Mystery,14,84725,The Murder of Matthew Raymonds: A Modern Greek Tragedy,Modern murder mystery with a twist of Greek tragedy: a fight with destiny that draws two men into a fatal conflict. A page-turner with a plot fully unveiled only in the last pages.,Fiction,1,,,
6,es,Busco un thriller psicológico que mantenga la tensión desde la primera página.,Misterio,I look for a psychological thriller that maintains the tension from the first page.,Mystery,14,128304,Nicholas the Naked Sicilian and Other Stories,"My ambition when I started this book was to allow the readers a chance to use their own imaginations and to come to their own conclusions. Nicholas is a fable. It is about a man who somehow manages to live his own life to the fullest. There are also fifteen other unconventional short stories included in this book. To sum up, I just wanted to write a thought provoking book that would be fun to read.",Fiction,1,,,
7,es,Quiero leer una biografía inspiradora de una figura histórica poco conocida.,Historia,I want to read an inspiring biography of a little known historical figure.,History,13,67745,Stonewall Jackson the Good Soldier,Rapidly paced biography of the Confederate general by a major literary figure.,Biography & Autobiography,1,1,,
7,es,Quiero leer una biografía inspiradora de una figura histórica poco conocida.,Historia,I want to read an inspiring biography of a little known historical figure.,History,13,93763,My Mother Played the Piano: More Touching Stories of Home to Inspire and Encourage the Heart,"If you are already a John William Smith fans, you are eager to read this volume of his refreshing stories of home. If you haven't yet become acquainted with Smith's writing, you will know from the first story why he has become one of America's favorite storytellers.",Religion,1,1,,
7,es,Quiero leer una biografía inspiradora de una figura histórica poco conocida.,Historia,I want to read an inspiring biography of a little known historical figure.,History,13,60582,Roots of the Rich and Famous,"Did you know that Johnny Carson is related to Kit Carson? Or that Prince Charles is a descendant of Count Dracula? Intriguing entries detailing family artifacts, famous connections, and scandalous family secrets will delight and often surprise readers of this book of trivia and Hollywood lore. 85 photos.",Biography & Autobiography,1,1,,
7,es,Quiero leer una biografía inspiradora de una figura histórica poco conocida.,Historia,I want to read an inspiring biography of a little known historical figure.,History,13,101143,"Rats, Lice and History","This popular and unusual book by Hans Zinsser, a brilliant physician and researcher, takes an unusual look at history by examining the influence of diseases on society, and will prove a fascinating read for anyone with an interest in biology or medical history.",Medical,1,1,,
7,es,Quiero leer una biografía inspiradora de una figura histórica poco conocida.,Historia,I want to read an inspiring biography of a little known historical figure.,History,13,77191,George Washington and the Birth of Our Nation,"What did George Washington do as commander-in-chief of the new Continental Army? Get to know the real George Washington through this educational book for children. The most important pieces of information about his life has been detailed here, for every child to read, understand, and be aware of. Go ahead and grab a copy today.",Juvenile Nonfiction,1,,,
7,es,Recomienda un libro de viajes que capture la esencia de un país en Asia.,Aventura,Recommends a travel book that captures the essence of a country in Asia.,Adventure,13,53431,"Eat Smart in Peru : How to Decipher the Menu, Know the Market Foods & Embark on a Tasting Adventure","This smartly designed, and richly photographed and illustrated culinary travel guidebook tells travelers how to find the most delicious, authentic, and adventuresome eating experiences in Peru. The authors share the secrets they've uncovered while hunting for something good to eat--from restaurant dining to home cooking to fresh market produce to street-vendor fare--to allow you to get to the heart of the culture through its cuisine. Food is one of the first and most immediate contacts a traveler makes with a foreign county. Travelers to Peru can make it a more memorable contact by taking along the easy-to-use Eat Smart in Peru, the newest guide in the award-winning EAT SMART series. The authors show that traveling and eating in unfamiliar territory doesn't have to be gastronomical guesswork. 2007 Gourmand World Cookbook Award, Best in World Category, Gourmand International 2006 Finalist, Best Books 2006 Travel Guides category, USA Book News",Cooking,0,,,
7,es,Recomienda un libro de viajes que capture la esencia de un país en Asia.,Aventura,Recommends a travel book that captures the essence of a country in Asia.,Adventure,13,43161,Michelin Great Britain and Ireland Tourist and Motoring Atlas No. 1122 (Michelin Maps & Atlases),"European authors bring travelers the hidden highlights others miss, including the best values across the continent and insights into Europe's cultural, political, and contemporary life. of color photos. 103 maps.",Travel,1,,,
7,es,Recomienda un libro de viajes que capture la esencia de un país en Asia.,Aventura,Recommends a travel book that captures the essence of a country in Asia.,Adventure,13,21917,The Watts Picture Atlas (Beginning Reference),"Provides maps illustrated with landmarks, animals, and important people found in each country, and displays facts pertaining to the different regions of the world.",Juvenile Nonfiction,1,,,
7,es,Recomienda un libro de viajes que capture la esencia de un país en Asia.,Aventura,Recommends a travel book that captures the essence of a country in Asia.,Adventure,13,58992,Watts Picture Atlas (Franklin Watts Picture Atlas),"Provides maps illustrated with landmarks, animals, and important people found in each country, and displays facts pertaining to the different regions of the world.",Juvenile Nonfiction,1,,,
7,es,Recomienda un libro de viajes que capture la esencia de un país en Asia.,Aventura,Recommends a travel book that captures the essence of a country in Asia.,Adventure,13,66204,Golf Therapy A-Z,"Counsels travelers on how to plan and experience a therapeutic vacation by changing one's environment in accordance with one's personality and needs, in a guide that offers quizzes and travel tips while profiling 101 destinations that comprise spa vacations, girlfriend getaways, and self-discovery adventures. Original.",Self-Help,1,,,
8,es,Estoy interesado en una novela romántica contemporánea con personajes complejos.,Romance,I am interested in a contemporary romantic novel with complex characters.,Romance,11,86802,Destiny Feared: Volume II: The Instinctual Beast,"Destiny Feared entwines fantasy and philosophy in a high-adventure tale suitable for youths, adults, and any who wonder.",Fiction,1,,,
8,es,Estoy interesado en una novela romántica contemporánea con personajes complejos.,Romance,I am interested in a contemporary romantic novel with complex characters.,Romance,11,86949,Destiny Feared: Volume III: The Circular Arrow,"Destiny Feared entwines fantasy and philosophy in a high-adventure tale suitable for youths, adults, and any who wonder.",Fiction,1,,,
8,es,Estoy interesado en una novela romántica contemporánea con personajes complejos.,Romance,I am interested in a contemporary romantic novel with complex characters.,Romance,11,76872,Heir to Govandhara,An absorbing and seductive fantasy novel that sweeps the reader into a world of warmth and beauty.,Fiction,1,,,
8,es,Estoy interesado en una novela romántica contemporánea con personajes complejos.,Romance,I am interested in a contemporary romantic novel with complex characters.,Romance,11,128304,Nicholas the Naked Sicilian and Other Stories,"My ambition when I started this book was to allow the readers a chance to use their own imaginations and to come to their own conclusions. Nicholas is a fable. It is about a man who somehow manages to live his own life to the fullest. There are also fifteen other unconventional short stories included in this book. To sum up, I just wanted to write a thought provoking book that would be fun to read.",Fiction,1,,,
8,es,Estoy interesado en una novela romántica contemporánea con personajes complejos.,Romance,I am interested in a contemporary romantic novel with complex characters.,Romance,11,90194,The Holy Woman,A powerful saga of love and family politics.,Fiction,1,,,
8,es,Dame un libro de ciencia que explique conceptos complicados de manera accesible.,Ciencia,Give me a science book that explains complicated concepts in an accessible way.,Science,13,63145,The Physical World: An Introduction to Physical Science for Christian Schools,"The Physical World: An Introduction to Physical Science for Christian Schools was written for you, the curious student. We have filled this textbook with answers to puzzling questions about why things happen and how things work. But this text should do more than simply answer your questions. It is intended to stimulate new questions that will cause you to expand your knowledge. You will be introduced to realms that you have never before explored. This book will take you ""inside"" an atom; let you ""see"" what happens in solids, liquids, and gases; help you to discover the forces that make things move or keep things from moving; and show you forms of matter and energy that scientists are just beginning to understand. - Introduction.",Juvenile Nonfiction,1,,,
8,es,Dame un libro de ciencia que explique conceptos complicados de manera accesible.,Ciencia,Give me a science book that explains complicated concepts in an accessible way.,Science,13,38454,The Physical World: An Introduction to Physical Science,"The Physical World: An Introduction to Physical Science for Christian Schools was written for you, the curious student. We have filled this textbook with answers to puzzling questions about why things happen and how things work. But this text should do more than simply answer your questions. It is intended to stimulate new questions that will cause you to expand your knowledge. You will be introduced to realms that you have never before explored. This book will take you ""inside"" an atom; let you ""see"" what happens in solids, liquids, and gases; help you to discover the forces that make things move or keep things from moving; and show you forms of matter and energy that scientists are just beginning to understand. - Introduction.",Juvenile Nonfiction,1,,,
8,es,Dame un libro de ciencia que explique conceptos complicados de manera accesible.,Ciencia,Give me a science book that explains complicated concepts in an accessible way.,Science,13,53121,Organic Chemistry I as a Second Language: Translating the Basic Concepts,"Get a Better Grade in Organic Chemistry Organic Chemistry may be challenging, but that doesn't mean you can't get the grade you want. With David Klein's Organic Chemistry as a Second Language: Translating the Basic Concepts, you'll be able to better understand fundamental principles, solve problems, and focus on what you need to know to succeed. Here's how you can get a better grade in Organic Chemistry: Understand the Big Picture. Organic Chemistry as a Second Language points out the major principles in Organic Chemistry and explains why they are relevant to the rest of the course. By putting these principles together, you'll have a coherent framework that will help you better understand your textbook. Study More Efficiently and Effectively Organic Chemistry as a Second Language provides time-saving study tips and a clear roadmap for your studies that will help you to focus your efforts. Improve Your Problem-Solving Skills Organic Chemistry as a Second Language will help you develop the skills you need to solve a variety of problem types-even unfamiliar ones! Need Help in Your Second Semester? Get Klein's Organic Chemistry II as a Second Language! 978-0-471-73808-5",Science,1,,,
8,es,Dame un libro de ciencia que explique conceptos complicados de manera accesible.,Ciencia,Give me a science book that explains complicated concepts in an accessible way.,Science,13,43869,God's Debris: A Thought Experiment,"God's Debris is the first non-Dilbert, non-humor book by best-selling author Scott Adams. Adams describes God's Debris as a thought experiment wrapped in a story. It's designed to make your brain spin around inside your skull. Imagine that you meet a very old man who—you eventually realize—knows literally everything. Imagine that he explains for you the great mysteries of life: quantum physics, evolution, God, gravity, light psychic phenomenon, and probability—in a way so simple, so novel, and so compelling that it all fits together and makes perfect sense. What does it feel like to suddenly understand everything? You may not find the final answer to the big question, but God's Debris might provide the most compelling vision of reality you will ever read. The thought experiment is this: Try to figure out what's wrong with the old man's explanation of reality. Share the book with your smart friends, then discuss it later while enjoying a beverage. It has no violence or sex, but the ideas are powerful and not appropriate for readers under fourteen.",Religion,0,,,
8,es,Dame un libro de ciencia que explique conceptos complicados de manera accesible.,Ciencia,Give me a science book that explains complicated concepts in an accessible way.,Science,13,117578,Studying Temperate Marine Environments: A Handbook for Ecologists,"You know there is a problem. You need to prove it. You need to design a study that pinpoints all the relevant issues. Studying Temperate Marine Environments: A Handbook for Ecologists provides you with guidelines, examples, leads, and suggestions for beginning the process.",Nature,1,,,
9,es,Busco una colección de cuentos cortos que ofrezca una variedad de géneros.,Literatura infantil,I look for a collection of short stories that offer a variety of genres.,Children's literature,14,3883,Walking Trees (American Storytelling),"Twenty-one short contemporary scary stories, intended for reading aloud.",Juvenile Fiction,1,1,,
9,es,Busco una colección de cuentos cortos que ofrezca una variedad de géneros.,Literatura infantil,I look for a collection of short stories that offer a variety of genres.,Children's literature,14,55762,Poetry for the Common Man,"Belief is the engine of the soul and drives you to do great things. This book is a collection of easy-read poems which the author feels the reader will enjoy reading and will maybe open minds to new adventures. They are a collection of a wide range of different-themed poems: family to country poems, poems about man's best friend, psychological, and war poems. Read and be captivated by them.",Poetry,1,1,,
9,es,Busco una colección de cuentos cortos que ofrezca una variedad de géneros.,Literatura infantil,I look for a collection of short stories that offer a variety of genres.,Children's literature,14,65852,Chamario: Libro De Rimas Para Ninos (Rimas Y Adivinanzas) (Spanish Edition),"Enjoy a different story every day of the year with this beautifully illustrated treasury for boys. From traditional favorites to new tales, it is perfect for reading together or for children to read to themselves. Which story will you read today?",Juvenile Fiction,1,1,,
9,es,Busco una colección de cuentos cortos que ofrezca una variedad de géneros.,Literatura infantil,I look for a collection of short stories that offer a variety of genres.,Children's literature,14,38319,Rimas/ Rhymes (Clasicos / Classics) (Spanish Edition),"Enjoy a different story every day of the year with this beautifully illustrated treasury for boys. From traditional favorites to new tales, it is perfect for reading together or for children to read to themselves. Which story will you read today?",Juvenile Fiction,1,1,,
9,es,Busco una colección de cuentos cortos que ofrezca una variedad de géneros.,Literatura infantil,I look for a collection of short stories that offer a variety of genres.,Children's literature,14,90868,Tell Me the Truth: God's Truths for Eternity,A collection of short stories and paintings which present seven spiritual truths for a Christian life.,Juvenile Fiction,0,1,,
9,es,Necesito un libro de negocios que ofrezca consejos prácticos para emprendedores.,Negocios,I need a business book that offers practical advice for entrepreneurs.,Business,11,103966,Proof of Performance: How to Build a Career Portfolio to Land a Great New Job,A career advice book for college students who are facing monumental decisions about their future. It guides college students through the process of career preparation. It consists of more than 60 advice articles.,Business,1,,,
9,es,Necesito un libro de negocios que ofrezca consejos prácticos para emprendedores.,Negocios,I need a business book that offers practical advice for entrepreneurs.,Business,11,50481,"Homemade Money: Bringing in the Bucks: A Business Management and Marketing Bible for Home-Business Owners, Self-Employed Individuals, and Web Entrepreneurs Working from Home Base","A comprehensive management and marketing guide for would-be entrepreneurs who want to operate a business from home shows readers how to manage time and stress, diversity a business, use effective advertising and marketing strategies, and hire the right people.",Business & Economics,1,,,
9,es,Necesito un libro de negocios que ofrezca consejos prácticos para emprendedores.,Negocios,I need a business book that offers practical advice for entrepreneurs.,Business,11,87766,"60 Ways to Manage, Market and Staff Your Speaking Business",Learn many helpful ways to become an effective and marketable speaker,Business & Economics,1,,,
9,es,Necesito un libro de negocios que ofrezca consejos prácticos para emprendedores.,Negocios,I need a business book that offers practical advice for entrepreneurs.,Business,11,89890,How to Succeed in Business Without Being White,"A guide for aspiring African American entrepreneurs offers advice on how to overcome business challenges, take advantage of available opportunities, and find success in corporate America",Business & Economics,1,,,
9,es,Necesito un libro de negocios que ofrezca consejos prácticos para emprendedores.,Negocios,I need a business book that offers practical advice for entrepreneurs.,Business,11,120796,Hello Real World!: A Student'S Approach To Great Internships Co-Ops And Entry Level Positions,"HELLO REAL WORLD! gives the college student's perspective on how to land that first job and then excel at it. It also offers tips to employers on how to structure an effective internship, co-op, or entry-level program for students new to the real world. Jengyee Liang draws from experiences at four Fortune 100 companies. You will find her book a quick and easy read. Her tips are both candid and insightful.",Business & Economics,1,,,
10,es,Recomiéndame una novela histórica que se desarrolle en la Segunda Guerra Mundial.,Historia,I recommend a historical novel that develops in World War II.,History,11,125302,The Kappillan of Malta,A novel about a priest living in Malta during World War II.,Fiction,1,,,
10,es,Recomiéndame una novela histórica que se desarrolle en la Segunda Guerra Mundial.,Historia,I recommend a historical novel that develops in World War II.,History,11,38615,Causes of World War I (The Road to War: Causes of Conflict),"""Discusses and explains the events of the 1920s and 1930s that led to the outbreak of the Second World War""--Provided by publisher.",Juvenile Nonfiction,1,,,
10,es,Recomiéndame una novela histórica que se desarrolle en la Segunda Guerra Mundial.,Historia,I recommend a historical novel that develops in World War II.,History,11,107854,WILD HORSE COUN/#17 (Choose Your Own Adventure),"The sequel to ""A Canticle for Leibowitz"" continues its chronicle of life in America after World War III, in a tale of the survival of the human spirit.",Fiction,0,,,
10,es,Recomiéndame una novela histórica que se desarrolle en la Segunda Guerra Mundial.,Historia,I recommend a historical novel that develops in World War II.,History,11,64409,Four Arrows Squadron: A Novel of the Great War,"Four Arrows Squadron did not exist, but American pursuit aviation on the western front in 1918 did. More than a battle narrative, it is about men in war...as applicable today as it was nearly a century ago.",Fiction,0,,,
10,es,Recomiéndame una novela histórica que se desarrolle en la Segunda Guerra Mundial.,Historia,I recommend a historical novel that develops in World War II.,History,11,130783,Sea Hawk of the Confederacy: Lt. Charles W. Read and the Confederate Navy,Sea Hawk is an exceptional Civil War adventure story that brings human drama to the naval war.,History,0,,,
10,es,Quiero leer una obra clásica de la literatura rusa que sea profunda y reflexiva.,Literatura,I want to read a classic work of Russian literature that is deep and reflective.,Literature,15,111656,"The Jungle Book (Great Illustrated Classics, E224-37)","For generations, readers have enjoyed classic literature. They have delighted in the romance of Jane Austen, thrilled at the adventures of Jules Verne, and pondered the lessons of Aesop. Introduce young readers to these familiar volumes with Great Illustrated Classics. In this series, literary masterworks have been adapted for young scholars. Large, easy-to-read type and charming pen-and-ink drawings enhance the text. Students are sure to enjoy becoming acquainted with traditional literature through these well-loved classics.",Fiction,0,,,
10,es,Quiero leer una obra clásica de la literatura rusa que sea profunda y reflexiva.,Literatura,I want to read a classic work of Russian literature that is deep and reflective.,Literature,15,28093,8 Great Illustrated Classics (Set # A29-15),"For generations, readers have enjoyed classic literature. They have delighted in the romance of Jane Austen, thrilled at the adventures of Jules Verne, and pondered the lessons of Aesop. Introduce young readers to these familiar volumes with Great Illustrated Classics. In this series, literary masterworks have been adapted for young scholars. Large, easy-to-read type and charming pen-and-ink drawings enhance the text. Students are sure to enjoy becoming acquainted with traditional literature through these well-loved classics.",Fiction,0,,,
10,es,Quiero leer una obra clásica de la literatura rusa que sea profunda y reflexiva.,Literatura,I want to read a classic work of Russian literature that is deep and reflective.,Literature,15,119242,"The Merry Adventures of Robin Hood (Illustrated Classic Editions, 4513)","For generations, readers have enjoyed classic literature. They have delighted in the romance of Jane Austen, thrilled at the adventures of Jules Verne, and pondered the lessons of Aesop. Introduce young readers to these familiar volumes with Great Illustrated Classics. In this series, literary masterworks have been adapted for young scholars. Large, easy-to-read type and charming pen-and-ink drawings enhance the text. Students are sure to enjoy becoming acquainted with traditional literature through these well-loved classics.",Fiction,0,,,
10,es,Quiero leer una obra clásica de la literatura rusa que sea profunda y reflexiva.,Literatura,I want to read a classic work of Russian literature that is deep and reflective.,Literature,15,17166,Burnt By the Sun: The Film Companion,"A revealing look at contemporary Russian popular culture, exploring the historical and social influences that make it unique.",Reference,1,,,
10,es,Quiero leer una obra clásica de la literatura rusa que sea profunda y reflexiva.,Literatura,I want to read a classic work of Russian literature that is deep and reflective.,Literature,15,55762,Poetry for the Common Man,"Belief is the engine of the soul and drives you to do great things. This book is a collection of easy-read poems which the author feels the reader will enjoy reading and will maybe open minds to new adventures. They are a collection of a wide range of different-themed poems: family to country poems, poems about man's best friend, psychological, and war poems. Read and be captivated by them.",Poetry,0,,,
11,es,Estoy en busca de un libro de autoayuda que me ayude a superar la ansiedad.,Autoayuda,I am looking for a self -help book that helps me overcome anxiety.,Self -help,13,44952,Tranquility: Pathways to Inner Peace,"A hands-on guide for dealing with negative emotions and achieving an authentic state of inner peace from the bestselling author of A Day at a Time, A New Day, and At My Best. Building on the themes of the 12-step programs, this book can help anyone achieve the elusive feeling of inner peace.",Psychology,1,,,
11,es,Estoy en busca de un libro de autoayuda que me ayude a superar la ansiedad.,Autoayuda,I am looking for a self -help book that helps me overcome anxiety.,Self -help,13,59047,It's My Turn!,"Want to gain freedom from your manipulative and self-centered parent? This book gives you the tools and coping strategies needed to break free from the grip of narcissism, by using my 4-step program P.A.C.E. The only person who should be controlling your life is you!",Self-Help,1,,,
11,es,Estoy en busca de un libro de autoayuda que me ayude a superar la ansiedad.,Autoayuda,I am looking for a self -help book that helps me overcome anxiety.,Self -help,13,54780,First You Sigh,Want to meditate but have tried and nothing seems to happen? Want to know what it feels like to have the voice in your head stop talking? Want to find a book that explains how to meditate in words that you can understand? This book is perfect for you.,Meditation,1,,,
11,es,Estoy en busca de un libro de autoayuda que me ayude a superar la ansiedad.,Autoayuda,I am looking for a self -help book that helps me overcome anxiety.,Self -help,13,98275,"Heal Your Body, the Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them","Heal Your Body is a fresh and easy step-by-step guide. Just look up your specific health challenge and you will find the probable cause for this health issue and the information you need to overcome it by creating a new thought pattern. Louise Hay, bestselling author, is an internationally known leader in the self-help field. Her key message: ""If we are willing to do the mental work, almost anything can be healed."" The author has a great deal of experience and firsthand information to share about healing—including how she cured herself after having been diagnosed with cancer. Hundreds of thousands of people from all over the world have read Heal Your Body and have found it to be an indispensable reference. Here are some typical comments: “I love this book. I carry it around in my purse,refer to it constantly, and share it with my friends.” “HEAL YOUR BODY seems divinely inspired.” “Thank you for writing HEAL YOUR BODY. It changed my ideas about diseases. As I am a doctor, it also changed the way I look at people.”",Self-Help,1,,,
11,es,Estoy en busca de un libro de autoayuda que me ayude a superar la ansiedad.,Autoayuda,I am looking for a self -help book that helps me overcome anxiety.,Self -help,13,88520,Marriage Clues for the Clueless: God's Word in Your World,"This series of inspiring, challenging, and humorous books has already proven to be a hit with customers! Now joining the series are two new books -- books that will help readers find a clue about some of the most important matters in life. The perfect gift for those persons -- maybe even yourself! -- who need a light-hearted approach to God's daily guidance.How do I know a hungry cry from a change me! cry? How do I find quality time with my spouse? Why is my teenager acting this way? Will I ever have a full eight hours of sleep again? You'll find the answers to these questions and more in Parenting Clues for the Clueless. Parenting is a challenge, but the rewards are well worth the effort. Read Parenting Clues and take heart!",Religion,1,,,
12,es,"Buscame un libro de arte que explore la obra de un pintor famoso, su vida, historia, cuadros, esculturas, frescos.",Arte,"Look for me an art book that explores the work of a famous painter, his life, history, paintings, sculptures, fresh.",Art,20,31168,Art and Life in Bangladesh,"A masterful introduction to the artists and artisans of Bangladesh and a meditation on the nature of art and life. Henry Glassie introduces us to dozens of artists working in different mediums--potters, metal workers, painters, weavers, poets--and shares the excitement of meeting new people and discovering new art forms. 12 color photos. 445 b&w photos.",Art,1,,,
12,es,"Buscame un libro de arte que explore la obra de un pintor famoso, su vida, historia, cuadros, esculturas, frescos.",Arte,"Look for me an art book that explores the work of a famous painter, his life, history, paintings, sculptures, fresh.",Art,20,132688,My First Word Book,"Relaunch of DK's My First series Encourage talking and build vocabulary with this fun first word-and-picture book! My First Words features 17 spreads of objects illustrating first familiar words. Clear word labels accompany each image. Spreads include: All about me/My Body, Around the house, Food, In the bathroom, In the kitchen, In the garden, In the garage, Animals, Shopping, Things that go, On the farm, Seashore, Toys, Shapes, Feelings.",Juvenile Nonfiction,1,,,
12,es,"Buscame un libro de arte que explore la obra de un pintor famoso, su vida, historia, cuadros, esculturas, frescos.",Arte,"Look for me an art book that explores the work of a famous painter, his life, history, paintings, sculptures, fresh.",Art,20,34188,Roses: A Celebration,"Award-winning and hugely popular artist Rosie Sanders showcases the beauty of the rose in her follow up to Rosie Sanders Flowers. Over 80 stunning paintings and sketches are shown for the first time. The artist writes a personal letter on each of her rose paintings (to be given unopened to the final recipient or buyer of the painting). Many of these personal letters sit alongside the paintings, as they explain the creative and emotional process she went through to create it. The book is a revealing insight into the artist's muse and the author's sketches and drawings are also included to show the full artistic process. The book is introduced by an extended essay on the resonance of the rose – all across the world – in our art, literature, poetry, folklore and gardens. The rose emblem is timeless and this book not only celebrates its beauty in art but tells the story of the rose as one of nature's most powerful motifs.",Art,1,,,
12,es,"Buscame un libro de arte que explore la obra de un pintor famoso, su vida, historia, cuadros, esculturas, frescos.",Arte,"Look for me an art book that explores the work of a famous painter, his life, history, paintings, sculptures, fresh.",Art,20,59912,Malick Sidibe,"Sidibe's genre pictures, group portraits, images of couples in love, of sexy young men & women express pure joy of life.",Photography,1,,,
12,es,"Buscame un libro de arte que explore la obra de un pintor famoso, su vida, historia, cuadros, esculturas, frescos.",Arte,"Look for me an art book that explores the work of a famous painter, his life, history, paintings, sculptures, fresh.",Art,20,44111,Why Draw a Landscape?,"Cultural Writing. Art. WHY DRAW A LANDSCAPE talks about the relationship of the self to the real world, and looks at different approaches to landscape by eleven painters and sculptors whose styles ranges from Realist to Conceptual. This book follows Kathan Brown's well-received WHY DRAW A LIVE MODEL? (also available from SPD) about which Artforum's Bookforum commented The next best thing to being there. And from Contemporary Impressions: Brown's style feels like a conversation with a friend. Includes 83 color plates.",Art,1,,,
12,es,Busco una guía de jardinería que me ayude a crear un hermoso jardín en casa.,Jardineria,I look for a garden guide that helps me create a beautiful garden at home.,Gardening,15,30184,Herbs in Pots: A Practical Guide to Container Gardening Indoors and Out,"This informative guide to selecting, potting, and tending to all types of plants will give your home a trendy, modern appeal. The Modern Gardener will help you give your home a chic, modern aesthetic with the right plants—indoors and out. With sections devoted to choosing the right plants, budgeting, and making the best use of your available space, you’ll be able to transform your home into a sanctuary for the plants that will give it an appealing vibe. Chapters on tending to all sorts of plants—including annuals, perennials, herbs, flowers, and edibles—make this a handy how-to guide for beginner and experienced gardeners alike. Using a little TLC and the many helpful tips in this book, your home will be blooming with life in no time.",Gardening,1,,,
12,es,Busco una guía de jardinería que me ayude a crear un hermoso jardín en casa.,Jardineria,I look for a garden guide that helps me create a beautiful garden at home.,Gardening,15,96418,Charmed Garden,The Charmed Garden is a great introduction to herb gardening. The author lived on an herb farm and shares her knowledge on growing herbs. The book covers how to choose and prepare a site for an herb garden. There is also an extensive listing of herbs with details on their cultivation and use that will certainly be helpful in planning and growing an herb garden. The author also gives you great information on growing herbs in containers. There is also information for harvesting and storing herbs. Whether you are a first time herb gardener or more experienced you will certainly find something helpful in this book.,Gardening,1,,,
12,es,Busco una guía de jardinería que me ayude a crear un hermoso jardín en casa.,Jardineria,I look for a garden guide that helps me create a beautiful garden at home.,Gardening,15,79812,Month-By-Month Gardening in the Desert Southwest (Month-By-Month Gardening (Cool Springs Press)),"The Month-By-Month series is the perfect companion to take the guesswork out of gardening. With this book, you'll know what to do each month to have gardening success all year. Written by authors in your state, the information is tailored to the issues that affect your garden the most. When is the best time to plant trees and shrubs? Should I fertilize my lawn now? Is it time to prune my roses? What should I be doing in my garden this month? You'll find the answers to these questions and much more inside. This easy-to-use book highlights each of the ten major plant categories using a monthly format. It guides you through each month of the year, telling you exactly what your garden needs. It is like having an expert in the garden with you all year long. Valuable hints are located throughout the book, and beautiful photographs will inspire you. Written just for gardeners where you live, you can be confident that the information is right for you-and your garden will show it.",Gardening,1,,,
12,es,Busco una guía de jardinería que me ayude a crear un hermoso jardín en casa.,Jardineria,I look for a garden guide that helps me create a beautiful garden at home.,Gardening,15,85853,Easy Gardens for South Florida (Florida Gardening) Volume I,"This book has been amazingly popular, and is now in its seventh printing. A comprehensive garden guide for south Florida, it features detailed information on 100 easy plants and 65 easy gardens. The author planted 2500 plants and tested them for 10 years to determine which are the easiest for the tough, south Florida environment. The focus is on beautiful plant material and gardens that require little water and simple care. Perennials that provide constant color are also featured. Garden design chapters cover small gardens, shade gardens, sun gardens, and garden style. With 371 great color photos, the book is designed to simplify and beautify south Florida gardens.",Gardening,1,,,
12,es,Busco una guía de jardinería que me ayude a crear un hermoso jardín en casa.,Jardineria,I look for a garden guide that helps me create a beautiful garden at home.,Gardening,15,50388,Climbing Roses,"No flower is more popular than the rose, and none can match the color, beauty, and drama that climbing roses bring to a garden. This guide catalogs 65 beautiful rose varieties that thrive in the varied soil and climate conditions of North America. It is full of suggestions on how to cultivate and train the roses. 90 full-color photos.",Gardening,1,,,
12,es,Recomienda una novela de ciencia ficción que trate sobre inteligencia artificial.,Novela,Recommends a science fiction novel that treats artificial intelligence.,Novel,9,65064,Children of Infinity: Original Science Fiction Stories for Young Readers,Ten science fiction stories about young people of the future.,Science fiction,1,,,1
12,es,Recomienda una novela de ciencia ficción que trate sobre inteligencia artificial.,Novela,Recommends a science fiction novel that treats artificial intelligence.,Novel,9,132963,Imaginary worlds;: The art of fantasy (Ballantine books),"History and literary criticism of works of fantasy, chiefly of fantasies written for adults. Includes techniques for fantasy writers.","Creation (Literary, artistic, etc.)",0,,,1
12,es,Recomienda una novela de ciencia ficción que trate sobre inteligencia artificial.,Novela,Recommends a science fiction novel that treats artificial intelligence.,Novel,9,45157,On Writing Science Fiction: The Editors Strike Back,"Provides information on how to write science fiction: including information on plots, characters, background, and more.",Literary Criticism,0,,,1
